Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,1474,Male,68,1,Research Scientist,3,Divorced,8045,2,No,14,3,8,3,4,3,1,1,2
33,No,Travel_Frequently,430,Sales,7,3,Medical,1477,Male,54,2,Sales Executive,1,Married,17456,0,No,14,3,5,2,3,4,3,0,3
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1484,Male,35,3,Healthcare Representative,2,Divorced,20948,3,No,14,3,29,3,3,8,7,0,7
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,1485,Male,71,4,Research Director,1,Divorced,11929,7,No,14,3,16,3,2,14,8,6,9
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1497,Male,77,2,Sales Executive,3,Divorced,23757,1,No,14,3,10,3,3,10,7,0,4
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1506,Male,72,1,Research Scientist,3,Divorced,12530,1,No,14,3,1,2,1,1,0,0,0
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1507,Male,55,2,Sales Executive,1,Single,11827,0,No,14,3,5,5,3,4,2,1,3
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1514,Male,96,2,Manufacturing Director,2,Married,3173,1,No,14,3,8,2,2,8,6,1,7
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1533,Male,97,2,Laboratory Technician,3,Single,24812,0,No,14,3,5,2,3,4,3,1,2
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1534,Male,86,1,Laboratory Technician,1,Single,21831,3,No,14,3,15,3,1,5,4,1,0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1535,Male,64,3,Sales Executive,3,Married,12288,1,Yes,14,3,10,3,3,10,9,8,6
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1542,Male,68,1,Laboratory Technician,2,Married,24052,4,No,14,3,4,3,3,1,0,0,0
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1547,Male,40,3,Healthcare Representative,4,Married,18611,2,Yes,14,3,24,3,1,20,8,13,9
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1551,Male,57,1,Laboratory Technician,1,Divorced,10036,0,No,14,3,2,3,3,1,1,0,0
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,Female,96,2,Sales Executive,3,Divorced,13693,8,No,14,3,18,2,3,8,7,7,7
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,Male,62,2,Research Scientist,1,Married,25174,4,No,14,3,9,3,2,6,5,1,2
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597,Male,92,2,Healthcare Representative,3,Married,15332,1,No,14,3,8,3,2,8,2,7,7
22,No,Non-Travel,457,Research & Development,26,2,Other,1605,Female,85,1,Research Scientist,3,Married,10293,1,Yes,14,3,4,2,2,4,2,1,3
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,Female,31,5,Research Director,4,Divorced,3549,0,Yes,14,3,23,4,2,22,7,1,10
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,Female,50,2,Laboratory Technician,1,Single,23447,1,Yes,14,3,10,3,3,10,7,1,4
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,Female,84,1,Laboratory Technician,1,Married,22102,1,No,14,3,10,3,2,9,6,1,4
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,Male,59,2,Sales Executive,4,Divorced,22098,6,Yes,14,3,7,2,2,2,2,2,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,Male,73,1,Laboratory Technician,1,Single,3339,3,Yes,14,3,10,3,1,4,2,0,3
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,Male,93,2,Sales Executive,4,Divorced,3921,1,No,14,3,6,5,3,6,2,0,4
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,Female,47,4,Manager,2,Divorced,21086,6,No,14,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,Male,36,4,Manager,3,Single,22384,4,No,14,3,23,2,3,8,7,0,0
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,Male,80,2,Healthcare Representative,3,Married,7419,6,No,14,3,10,2,2,3,2,0,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,Male,57,2,Laboratory Technician,4,Married,11912,1,No,14,3,15,3,4,15,10,4,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1700,Male,31,2,Sales Executive,4,Divorced,7677,1,No,14,3,6,2,2,6,3,1,3
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1704,Male,79,1,Research Scientist,4,Single,13970,0,Yes,14,3,6,2,4,5,4,1,4
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,Male,69,1,Laboratory Technician,3,Married,18103,1,No,14,3,6,2,4,5,2,0,3
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,Male,34,2,Healthcare Representative,2,Single,9697,6,No,14,3,19,3,3,10,7,0,9
40,No,Travel_Rarely,611,Sales,7,4,Medical,1740,Male,88,5,Manager,2,Single,4349,1,No,14,3,21,3,2,21,8,12,8
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1746,Male,59,1,Human Resources,4,Married,2097,0,No,14,3,3,2,3,2,2,2,1
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1755,Male,97,1,Research Scientist,4,Married,5586,0,Yes,14,3,6,3,3,5,0,1,2
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1760,Female,75,1,Laboratory Technician,2,Married,15963,4,No,14,3,9,4,2,6,1,0,5
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,Male,65,1,Research Scientist,2,Single,17674,2,No,14,3,12,3,3,7,7,0,7
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1774,Male,87,2,Sales Executive,3,Divorced,12313,1,Yes,14,3,15,3,3,15,14,0,7
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1784,Female,91,2,Sales Executive,4,Married,13402,1,No,14,3,13,3,3,12,7,5,7
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1787,Male,46,2,Sales Executive,2,Married,8800,1,No,14,3,5,2,3,5,2,0,3
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1804,Male,90,2,Manufacturing Director,4,Divorced,24442,2,No,14,3,15,6,3,7,7,1,7
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1816,Female,64,3,Manufacturing Director,3,Single,2739,9,No,14,3,9,3,3,7,7,0,2
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1833,Female,68,3,Sales Executive,1,Married,8277,2,No,14,3,9,3,3,3,2,2,2
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1837,Male,87,4,Research Director,3,Married,21624,2,Yes,14,3,23,3,3,2,2,2,2
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1850,Female,53,1,Laboratory Technician,4,Single,19826,0,Yes,14,3,6,3,2,5,4,0,2
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,Male,81,2,Sales Executive,3,Single,17251,3,Yes,14,3,5,4,3,0,0,0,0
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1857,Male,82,3,Manufacturing Director,4,Divorced,19989,3,No,14,3,12,4,2,9,8,4,7
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,Male,40,1,Research Scientist,4,Married,22478,3,No,17,3,6,2,3,0,0,0,0
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1871,Male,41,2,Research Scientist,4,Divorced,5141,8,No,14,3,7,2,3,2,2,2,2
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1883,Male,59,1,Laboratory Technician,1,Single,19384,3,No,14,3,11,2,3,3,2,1,2
27,No,Travel_Rarely,511,Sales,2,2,Medical,1898,Female,89,2,Sales Executive,3,Single,26997,0,No,14,3,9,5,2,8,7,0,7
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1924,Male,43,2,Sales Executive,3,Single,10410,1,No,14,3,10,2,2,10,4,0,9
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1939,Female,47,1,Research Scientist,3,Single,15318,3,Yes,14,3,8,2,3,4,1,0,3
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1947,Male,49,1,Research Scientist,3,Single,2122,1,No,14,3,5,3,2,5,3,1,4
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1961,Male,59,1,Sales Representative,1,Single,11473,4,No,14,3,20,3,2,1,0,0,0
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1965,Male,44,2,Sales Executive,4,Single,5099,1,No,14,3,7,5,3,7,7,0,7
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1986,Female,92,2,Sales Executive,2,Married,4258,3,No,14,3,15,4,3,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1987,Female,82,1,Human Resources,2,Married,19655,4,No,14,3,6,3,3,2,0,1,2
32,No,Travel_Rarely,234,Sales,1,4,Medical,2013,Male,68,1,Sales Representative,2,Married,18024,0,No,14,3,3,2,3,2,2,2,2
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,2027,Male,36,1,Research Scientist,4,Married,26124,9,Yes,14,3,4,3,4,2,2,2,2
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,2038,Male,78,1,Research Scientist,1,Single,11288,1,No,14,3,4,4,3,4,2,1,2
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,2048,Male,52,1,Research Scientist,3,Single,2725,2,No,14,3,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,2049,Male,80,2,Healthcare Representative,3,Married,24594,1,Yes,14,3,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,2051,Female,98,1,Research Scientist,3,Married,12549,2,No,14,3,20,2,3,5,3,0,2
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,2054,Female,73,1,Research Scientist,1,Single,8489,1,No,14,3,5,3,1,5,4,0,4
49,No,Travel_Frequently,1023,Sales,2,3,Medical,2065,Male,63,2,Sales Executive,2,Married,13243,2,No,14,3,17,3,2,9,6,0,8
27,No,Travel_Frequently,994,Sales,8,3,Life Sciences,56,Male,37,3,Sales Executive,3,Single,2975,1,No,15,3,9,0,3,9,8,1,7
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,75,Female,30,1,Laboratory Technician,1,Married,16002,3,Yes,15,3,4,3,3,2,2,2,2
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,110,Male,94,2,Manufacturing Director,2,Married,17736,1,No,15,3,5,2,3,5,2,1,3
28,No,Non-Travel,120,Sales,4,3,Medical,129,Male,43,2,Sales Executive,3,Married,8863,1,No,15,3,5,3,4,5,4,0,4
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,151,Female,45,2,Research Scientist,2,Divorced,15000,6,No,15,3,12,3,3,1,0,0,0
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,179,Male,53,3,Manufacturing Director,4,Single,25150,2,No,15,3,18,2,3,4,2,0,3
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,Male,80,1,Laboratory Technician,3,Single,13556,1,No,12,3,0,0,3,0,0,0,0
27,No,Non-Travel,1450,Research & Development,3,3,Medical,224,Male,79,1,Research Scientist,3,Divorced,25326,1,Yes,15,3,1,2,2,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,Female,53,5,Manager,2,Single,17053,3,No,15,3,21,5,3,5,4,4,4
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,247,Female,95,1,Research Scientist,2,Single,5711,2,No,15,3,9,3,3,3,2,1,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,249,Male,86,1,Laboratory Technician,3,Married,3425,2,No,15,3,5,2,2,3,2,0,2
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,275,Male,92,2,Manufacturing Director,4,Divorced,23793,1,Yes,15,3,7,0,3,7,7,1,7
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,281,Male,99,2,Laboratory Technician,4,Married,16523,8,Yes,15,3,15,2,4,7,2,3,7
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,299,Female,52,2,Sales Executive,1,Single,22967,5,No,15,3,9,5,2,6,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,316,Female,89,1,Laboratory Technician,4,Single,3300,7,No,15,3,6,3,2,2,2,2,2
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,406,Male,96,3,Sales Executive,2,Married,5100,0,No,15,3,12,3,2,11,9,6,9
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,419,Female,47,2,Laboratory Technician,2,Married,6927,7,No,15,3,11,3,3,9,8,0,8
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,433,Male,85,2,Research Scientist,2,Married,17747,2,No,15,3,11,3,2,8,2,7,7
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,444,Male,54,5,Manager,4,Married,21141,1,No,15,3,21,2,3,21,9,13,3
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,466,Male,95,2,Manufacturing Director,2,Single,10110,6,Yes,15,3,8,3,3,5,4,1,2
36,No,Non-Travel,845,Sales,1,5,Medical,479,Female,45,2,Sales Executive,4,Single,15276,4,No,15,3,7,6,3,1,0,0,0
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,Male,100,3,Healthcare Representative,4,Single,2755,6,No,15,3,20,2,3,4,3,1,3
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,Female,90,1,Sales Representative,2,Single,25422,1,No,15,3,1,0,3,1,0,0,0
34,No,Non-Travel,1381,Sales,4,4,Marketing,523,Female,72,2,Sales Executive,3,Married,12740,9,No,15,3,6,3,3,3,2,1,2
37,No,Non-Travel,1063,Research & Development,25,5,Medical,529,Female,72,2,Research Scientist,3,Married,23866,3,Yes,15,3,15,2,3,13,11,10,7
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,Male,53,1,Laboratory Technician,4,Married,16734,4,No,15,3,9,3,1,5,3,1,4
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,Male,88,4,Manager,3,Married,9314,0,No,15,3,28,2,3,27,10,15,7
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,Male,46,1,Laboratory Technician,3,Single,19225,0,No,15,3,6,2,3,5,4,4,3
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,Female,43,3,Human Resources,1,Divorced,11533,9,Yes,15,3,11,2,3,3,2,0,2
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,Female,75,4,Manufacturing Director,3,Single,20364,7,No,15,3,22,3,3,20,6,5,13
40,No,Non-Travel,1094,Sales,28,3,Other,615,Male,58,3,Sales Executive,1,Divorced,11373,3,No,15,3,20,2,3,1,0,0,1
37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,Male,36,3,Manufacturing Director,3,Married,9606,1,No,15,3,10,2,3,10,7,7,8
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,Male,88,3,Human Resources,2,Married,6729,2,No,15,3,16,1,4,9,7,7,1
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,Female,39,3,Research Director,4,Single,19373,3,No,15,3,10,6,3,7,7,7,7
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,Male,73,5,Manager,4,Divorced,8861,3,No,15,3,23,2,2,21,6,12,6
50,No,Travel_Rarely,316,Sales,8,4,Marketing,738,Male,54,1,Sales Representative,2,Married,9983,7,No,15,3,4,2,3,2,2,2,2
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,Female,44,2,Human Resources,2,Married,18767,9,No,15,3,12,3,1,8,3,3,6
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,772,Male,80,2,Laboratory Technician,4,Married,21146,1,No,15,3,10,2,3,10,8,4,7
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,Male,48,1,Research Scientist,4,Married,4223,0,Yes,11,3,1,5,3,0,0,0,0
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,789,Male,76,3,Sales Executive,1,Single,14229,1,No,15,3,10,1,3,10,7,0,9
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,Male,74,1,Research Scientist,3,Single,4279,2,No,13,3,6,3,3,0,0,0,0
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,819,Female,69,2,Sales Executive,1,Single,26507,5,No,15,3,6,3,3,3,2,0,2
36,No,Travel_Rarely,676,Research & Development,1,3,Other,823,Female,35,2,Manufacturing Director,2,Married,23361,0,No,15,3,10,2,3,9,7,0,5
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,837,Male,45,2,Healthcare Representative,1,Divorced,4284,2,No,15,3,13,3,2,4,3,1,2
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,Male,62,2,Sales Executive,2,Married,25440,5,No,12,3,5,2,3,0,0,0,0
37,No,Travel_Frequently,1231,Sales,21,2,Medical,900,Female,54,1,Sales Representative,4,Married,21222,5,No,15,3,10,3,3,5,4,0,0
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,941,Male,41,1,Sales Representative,3,Married,11737,3,No,15,3,13,2,4,7,7,5,2
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,Female,84,1,Sales Representative,4,Married,18203,1,No,15,3,3,5,3,3,1,0,2
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,976,Male,70,4,Manager,4,Married,13829,2,No,15,3,26,2,2,9,8,7,8
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1002,Male,42,2,Laboratory Technician,1,Married,14039,1,Yes,15,3,9,2,3,9,8,0,8
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1009,Female,41,2,Manufacturing Director,3,Divorced,24117,1,No,15,3,5,6,3,4,2,3,2
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1016,Female,98,1,Research Scientist,1,Single,18275,1,Yes,15,3,1,2,3,1,0,0,0
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1019,Male,94,1,Laboratory Technician,1,Married,6881,1,No,15,3,4,3,2,4,3,1,1
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,Female,61,2,Healthcare Representative,2,Married,14382,5,No,15,3,15,2,1,1,0,0,0
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1038,Female,57,5,Manager,4,Married,25846,1,No,15,3,33,3,3,32,14,6,9
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,Female,35,2,Healthcare Representative,2,Single,13848,3,No,15,3,8,3,2,4,3,0,1
55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,Male,40,4,Manager,1,Single,17323,7,No,15,3,31,3,4,9,7,6,2
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,Male,85,2,Manufacturing Director,1,Married,9096,0,No,15,3,7,1,2,6,2,0,2
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,Male,34,3,Healthcare Representative,4,Divorced,21214,4,No,15,3,9,2,3,3,2,1,2
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,Male,32,1,Laboratory Technician,4,Married,4605,1,Yes,15,3,7,3,4,7,7,5,6
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,Male,45,1,Laboratory Technician,2,Divorced,7160,1,No,15,3,1,2,3,1,0,0,0
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,Male,70,2,Laboratory Technician,2,Single,8770,9,No,15,3,9,2,2,5,4,0,3
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,Male,79,2,Manufacturing Director,4,Married,17689,1,Yes,15,3,10,2,2,10,7,1,2
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,Male,94,2,Sales Executive,1,Married,21026,3,Yes,15,3,15,2,3,7,7,1,7
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,Female,97,1,Research Scientist,4,Divorced,5598,1,No,15,3,3,5,3,3,2,1,2
55,No,Non-Travel,177,Research & Development,8,1,Medical,1278,Male,37,4,Healthcare Representative,2,Divorced,25592,1,Yes,15,3,34,3,3,33,9,15,0
32,No,Travel_Rarely,604,Sales,8,3,Medical,1304,Male,56,2,Sales Executive,4,Married,11693,1,No,15,3,10,4,4,10,7,0,8
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1355,Female,31,2,Sales Executive,1,Divorced,19461,3,No,15,3,11,3,3,7,7,1,7
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1389,Male,98,2,Manufacturing Director,3,Married,21057,1,Yes,15,3,10,3,2,10,2,6,7
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1394,Male,54,1,Research Scientist,3,Married,5182,7,Yes,15,3,8,2,3,6,4,1,3
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1467,Female,52,1,Human Resources,3,Married,3072,1,No,15,3,2,0,3,2,2,2,2
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1479,Male,96,2,Sales Executive,3,Married,2939,8,No,15,3,4,2,2,2,1,2,2
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1486,Male,92,1,Sales Representative,3,Married,15747,3,No,15,3,5,3,4,3,2,1,2
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,Female,84,2,Sales Executive,1,Married,11262,1,No,15,3,5,2,3,5,4,1,2
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,Male,56,4,Manager,1,Single,3156,1,No,15,3,27,5,1,26,0,0,12
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,Male,41,4,Healthcare Representative,3,Married,20689,2,Yes,15,3,32,3,3,30,8,12,13
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,Male,52,2,Sales Executive,1,Married,24162,1,No,15,3,10,2,3,10,7,4,5
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627,Male,76,2,Laboratory Technician,3,Divorced,10302,0,No,15,3,11,3,3,10,8,0,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,Female,84,3,Manufacturing Director,4,Single,19948,6,Yes,15,3,18,2,2,4,2,3,3
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,Female,50,3,Research Director,1,Divorced,21981,5,No,15,3,19,3,3,14,11,1,11
36,No,Non-Travel,894,Research & Development,1,4,Medical,1662,Female,33,2,Manufacturing Director,3,Married,15411,0,No,15,3,4,6,3,3,2,1,2
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,Male,90,2,Research Scientist,4,Married,9867,7,No,15,3,19,4,4,13,11,2,9
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1689,Male,48,3,Healthcare Representative,4,Married,3458,3,No,15,3,11,2,3,4,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,Female,51,2,Sales Representative,4,Single,7439,3,No,15,3,17,2,2,13,7,6,7
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1718,Male,62,1,Laboratory Technician,3,Married,6217,1,No,15,3,3,3,4,3,2,0,2
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,Male,77,2,Laboratory Technician,4,Married,8989,1,Yes,15,3,9,2,3,9,8,5,8
33,No,Non-Travel,1283,Sales,2,3,Marketing,1756,Female,62,2,Sales Executive,2,Single,10697,8,No,15,3,13,2,2,11,7,1,7
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,Male,90,2,Research Scientist,2,Divorced,6194,5,No,15,3,11,2,2,9,8,1,7
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1801,Male,98,2,Sales Executive,2,Single,25166,8,No,15,3,6,3,3,2,2,2,2
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1809,Male,58,2,Manufacturing Director,1,Single,4992,1,No,15,3,10,4,1,10,3,0,8
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1830,Female,68,2,Research Scientist,4,Married,15696,4,No,15,3,14,2,2,7,1,1,7
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1844,Male,56,1,Human Resources,1,Divorced,3157,4,Yes,15,3,4,3,3,2,2,2,0
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1858,Male,43,1,Human Resources,4,Divorced,10494,1,No,15,3,3,2,3,3,2,2,2
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1903,Male,78,2,Healthcare Representative,1,Married,9364,2,No,15,3,10,5,3,2,0,2,2
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1932,Male,86,2,Research Scientist,4,Married,26496,1,Yes,15,3,16,3,3,15,10,6,11
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1941,Male,42,5,Research Director,4,Married,13738,3,No,15,3,28,3,3,5,4,4,3
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1995,Male,86,2,Sales Executive,2,Married,7636,0,No,15,3,16,3,3,15,13,5,8
52,No,Non-Travel,585,Sales,29,4,Life Sciences,2019,Male,40,1,Sales Representative,4,Divorced,19788,2,No,15,3,16,3,2,9,8,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,2046,Female,50,2,Sales Executive,3,Single,23333,8,No,15,3,8,3,3,5,3,0,1
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,2062,Male,42,3,Healthcare Representative,1,Married,21457,4,No,15,3,9,5,3,7,7,1,7
53,No,Travel_Rarely,1219,Sales,2,4,Life Sciences,23,Female,78,4,Manager,4,Married,22021,2,No,16,3,31,3,3,25,8,3,7
24,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,45,Male,61,1,Research Scientist,4,Married,3020,2,Yes,16,3,6,2,2,2,0,2,0
46,Yes,Travel_Rarely,669,Sales,9,2,Medical,118,Male,64,3,Sales Executive,4,Single,13596,1,No,16,3,9,3,3,9,8,4,7
32,No,Travel_Rarely,1093,Sales,6,4,Medical,125,Male,87,2,Sales Executive,3,Single,24301,1,No,16,3,12,0,3,11,8,5,7
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,Male,83,3,Healthcare Representative,4,Divorced,23402,3,Yes,16,3,12,2,1,5,3,1,4
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,Male,51,1,Research Scientist,2,Married,13364,0,Yes,16,3,6,3,2,5,2,1,1
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,260,Female,99,1,Research Scientist,2,Single,11781,1,No,16,3,7,2,2,7,7,0,3
42,No,Non-Travel,926,Research & Development,21,2,Medical,270,Female,36,2,Manufacturing Director,3,Divorced,16439,2,No,16,3,11,5,3,5,3,0,2
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,284,Male,60,1,Research Scientist,2,Divorced,12392,1,Yes,16,3,4,2,2,4,2,2,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,288,Male,97,3,Healthcare Representative,1,Divorced,12368,7,No,16,3,17,3,3,4,2,0,3
